source_channel,source_index,video_title,primary_pattern_grammar,secondary_pattern_grammars,url,duration_hms,fit_status,score,reason
Ali Abdaal,99,5 Life Changing Lessons from My Favorite Book,Book Lessons / Reading Canon,Tool Review / Gear Recommendation; Reflective Life Essay,https://www.youtube.com/watch?v=WV1OVR2hQFw,13:21,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,100,How To Slow Down Time - The Holiday Paradox,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=vuueRRdbi1w,15:39,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,101,How to Create Your Ideal Life in 7 Minutes,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=iuHuxX22OOQ,7:39,strong_heygen_fit,3,Strong enough title-level fit to existing HeyGen grammar.
Ali Abdaal,102,3 Bad Habits Holding You Back from Financial Freedom,Evidence-Based Self-Improvement Essay,Wealth / Career Strategy Essay,https://www.youtube.com/watch?v=Rq2lrUhyLF8,14:28,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,103,How I Manage My Time (as an Entrepreneur),Personal Operating System / Productivity Framework,Wealth / Career Strategy Essay,https://www.youtube.com/watch?v=AECP5NsWRkE,22:38,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,104,Why I’m giving 10% of my income to charity (forever),Wealth / Career Strategy Essay,Reflective Life Essay,https://www.youtube.com/watch?v=k5-QN35AJq0,16:48,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,105,Stop Waiting: Productivity Advice I Wish I Knew Sooner,Evidence-Based Self-Improvement Essay,Reflective Life Essay,https://www.youtube.com/watch?v=hcz1Q4gweYQ,26:37,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,106,3 Easy Habits that Improved My Health,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=Mk_5JS5Sb84,16:47,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,107,Stop Scrolling: How to Take Back Control from Your Phone,Reflective Life Essay,,https://www.youtube.com/watch?v=SjvsfBvfyvI,15:56,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Reflective Life Essay.
Ali Abdaal,108,"If I Started YouTube While Working Full-Time, I’d Do This",Creator Business Playbook,,https://www.youtube.com/watch?v=d2JPEDpMiw8,25:16,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,109,How to Avoid Burnout,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=eBVlVfAMtWc,23:03,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,110,"If I Wanted to Make $10,000 as a Student, I'd Do This",Wealth / Career Strategy Essay,Study / Exam Success Playbook,https://www.youtube.com/watch?v=wD9hMYbijDA,14:34,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,111,How to Guarantee You'll Regret Your Life,Reflective Life Essay,,https://www.youtube.com/watch?v=kxBs0Vr1aJ0,7:33,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Reflective Life Essay.
Ali Abdaal,112,How to Not Screw Up Your 30s,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=vqLkvrCxcqI,36:32,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,113,How I Manage My Time Without Burning Out,Personal Operating System / Productivity Framework,,https://www.youtube.com/watch?v=YAs9QasnXgA,21:58,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,114,5 High Income Skills for Students to Learn in 2026,Wealth / Career Strategy Essay,Study / Exam Success Playbook,https://www.youtube.com/watch?v=FeLNpX1GljM,30:18,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,115,How to Control Dopamine (You're Destroying Your Mind),Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=tjjqyiHczcc,18:53,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,116,A Productive Week in My Life,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=XJaGAQsFVHs,25:43,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,117,My honest advice to someone who feels behind in life,Reflective Life Essay,,https://www.youtube.com/watch?v=b_VPkTYmI_g,22:42,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Reflective Life Essay.
Ali Abdaal,118,Full Course - How to Type 3x Faster,Skill Masterclass / Deep Tutorial,,https://www.youtube.com/watch?v=tU_AXrvQjpo,50:03,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Ali Abdaal,119,5 Productive Things I Do Instead of Mindless Scrolling,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=zZ45ydPJg_U,18:38,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,120,7 Life Lessons I Know at 30 But Wish I Knew at 20,Reflective Life Essay,,https://www.youtube.com/watch?v=B4U7vNtXBTI,34:13,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Reflective Life Essay.
Ali Abdaal,121,A Beginner's Guide to Making Money with Online Courses,Skill Masterclass / Deep Tutorial,Wealth / Career Strategy Essay; Interview / Conversation,https://www.youtube.com/watch?v=TmuDsq4m4Ts,1:06:52,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Ali Abdaal,122,A Week in My Life | Vlog,Day-in-the-Life / Identity Vlog,,https://www.youtube.com/watch?v=sHGRbM2txoI,15:51,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,123,I Started a New Business. It Didn't Go Well...,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=HGktY1dytCw,36:20,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,124,How to 10x Your Income - The 4 Ladders of Wealth,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=k0mt4IbpVl4,21:08,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,125,My honest advice to someone who wants financial freedom,Wealth / Career Strategy Essay,Reflective Life Essay,https://www.youtube.com/watch?v=BBAuhqvT_ds,43:30,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,126,I Helped My Subscribers Fix Their Productivity,Q&A / Community Relationship,Evidence-Based Self-Improvement Essay; Creator Business Playbook,https://www.youtube.com/watch?v=wU3Vgky_ycw,34:21,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,127,How to Do More in 12 Weeks than Others Do in 12 Months,,,https://www.youtube.com/watch?v=nIv1J5O15To,19:33,partial_heygen_fit,0,HeyGen grammar captures a surface signal but misses the real viewer job. Title is too opaque from title alone or belongs to archive/performance material.
Ali Abdaal,128,5 Easy Ways to Become More Self-Disciplined,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=IFSMQJCda10,27:41,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,129,Change Your Life by Journalling - 10 Powerful Questions,Q&A / Community Relationship,Evidence-Based Self-Improvement Essay,https://www.youtube.com/watch?v=MoGTXsusX6Q,22:07,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,130,Stop Wasting Time - 11 Tools to Double Your Focus,Evidence-Based Self-Improvement Essay,Tool Review / Gear Recommendation; Reflective Life Essay,https://www.youtube.com/watch?v=uYTEFWVPx_8,26:11,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,131,Why You Can’t Focus (and How to Fix It Fast),Evidence-Based Self-Improvement Essay,Reflective Life Essay,https://www.youtube.com/watch?v=3bamBYQS8io,14:36,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,132,Why You’re Always Distracted - 5 Mistakes Ruining Your Focus,Evidence-Based Self-Improvement Essay,Reflective Life Essay,https://www.youtube.com/watch?v=5Rqiba5mqLk,18:00,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,133,The Perfectionism Trap (And How to Escape It),Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=elAFB0HSBgo,18:32,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,134,How to Grow a YouTube Channel From Nothing in 2026,Creator Business Playbook,,https://www.youtube.com/watch?v=MZqCZ_KT-70,44:40,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,135,"4 Steps to Making $10,000/Month in Your First Business",Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=FM9AOfcxNTI,23:34,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,136,7 Mistakes to Avoid While Building Your First Business,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=J4RBNp6wFWA,18:21,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,137,7 Life Lessons I Wish I Knew Sooner,Reflective Life Essay,,https://www.youtube.com/watch?v=sj23hsw5oqE,28:53,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Reflective Life Essay.
Ali Abdaal,138,My Thoughts on Why YouTubers Are Quitting,Creator Business Playbook,Reflective Life Essay,https://www.youtube.com/watch?v=ETA6D3SkAZo,34:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,139,Stop Wasting Time - 5 Time Management Skills to Master,Evidence-Based Self-Improvement Essay,Reflective Life Essay,https://www.youtube.com/watch?v=tpB3BMlNrno,16:00,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,140,How to Stop Wasting Your Life (Avoid These 5 Things),Reflective Life Essay,,https://www.youtube.com/watch?v=OgBF3N3MhYw,13:09,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Reflective Life Essay.
Ali Abdaal,141,How to Find Time for Everything with a Full Time Job,Evidence-Based Self-Improvement Essay,Wealth / Career Strategy Essay; Interview / Conversation,https://www.youtube.com/watch?v=PCtQ6sipdqA,21:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,142,How to Start Your First Business in 48 Hours,Wealth / Career Strategy Essay,,https://www.youtube.com/watch?v=zVBHOKJgouI,14:13,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Ali Abdaal,143,How to Change your Life in a Year (3 Simple Ideas),Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=FYU-4NOnLDY,19:15,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,144,How to Figure Out What You Really Want in Life,,,https://www.youtube.com/watch?v=AriiQaEWyI8,22:00,partial_heygen_fit,0,HeyGen grammar captures a surface signal but misses the real viewer job. Title is too opaque from title alone or belongs to archive/performance material.
Ali Abdaal,145,Why You Feel Lost in Life,Reflective Life Essay,,https://www.youtube.com/watch?v=PtMLCL_T2ak,23:08,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Reflective Life Essay.
Ali Abdaal,146,How to Achieve More While Working Less,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=OlPO8f-AAJk,17:27,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,147,6 Steps to Unlock Your Full Potential,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=MFXWY8TqSWw,26:20,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,148,3.5 Years And It’s Finally Ready…,Life Update / Personal Milestone,Minimalist Curiosity Hook,https://www.youtube.com/watch?v=a46eYoUpVBM,18:54,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Life Update / Personal Milestone.
Ali Abdaal,149,How to Make Next Year The Best Year of Your Life,Evidence-Based Self-Improvement Essay,,https://www.youtube.com/watch?v=c_DOG_mXz5w,16:03,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,150,4 Books That Changed My Life,Book Lessons / Reading Canon,Reflective Life Essay,https://www.youtube.com/watch?v=AvKGYyowFK4,23:55,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Book Lessons / Reading Canon.
